"Tag.number","Latitude","Longitude","Carapace.length","Size.at.release","Size.at.recapture","Size","Release.location","Sex","Labels"
"K1642",-29.38295667,114.8863533,84.4,"Legal","Legal","Legal","Irwin Reef","Female","Tag 197898. At liberty for 1 days before being caught again on 2018-12-04 (74.8 mm).<br> <br>Tag 197999. At liberty for 1 days before being caught again on 2018-12-04 (66.3 mm).<br> <br>Tag K1642. At liberty for 1 days before being caught again on 2018-12-04 (84.4 mm).<br> <br>Tag 198206. A Male lobster, first caught on 2018-12-04 (84.5 mm).<br> <br>Tag 198209. A Male lobster, first caught on 2018-12-04 (77.9 mm)."
"198206",-29.38295667,114.8863533,84.5,"Legal","Legal","Legal","Irwin Reef","Male","Tag 197898. At liberty for 1 days before being caught again on 2018-12-04 (74.8 mm).<br> <br>Tag 197999. At liberty for 1 days before being caught again on 2018-12-04 (66.3 mm).<br> <br>Tag K1642. At liberty for 1 days before being caught again on 2018-12-04 (84.4 mm).<br> <br>Tag 198206. A Male lobster, first caught on 2018-12-04 (84.5 mm).<br> <br>Tag 198209. A Male lobster, first caught on 2018-12-04 (77.9 mm)."
"198209",-29.38295667,114.8863533,77.9,"Legal","Legal","Legal","Irwin Reef","Male","Tag 197898. At liberty for 1 days before being caught again on 2018-12-04 (74.8 mm).<br> <br>Tag 197999. At liberty for 1 days before being caught again on 2018-12-04 (66.3 mm).<br> <br>Tag K1642. At liberty for 1 days before being caught again on 2018-12-04 (84.4 mm).<br> <br>Tag 198206. A Male lobster, first caught on 2018-12-04 (84.5 mm).<br> <br>Tag 198209. A Male lobster, first caught on 2018-12-04 (77.9 mm)."
"K2982",-29.38294,114.88716,77.3,"Legal","Legal","Legal","Irwin Reef","Male","Tag K2982. At liberty for 43 days before being caught again on 2018-08-16 (77.3 mm)."
"191502",-29.38293,114.88796,60.4,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag 191502. At liberty for 27 days before being caught again on 2018-07-08 (60.4 mm).<br> <br>Tag K2979. At liberty for 4 days before being caught again on 2018-07-08 (85 mm).<br> <br>Tag K3370. A Female lobster, first caught on 2018-07-08 (79.7 mm)."
"195754",-29.38293,114.8872,53.7,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag 195754. At liberty for 33 days before being caught again on 2018-09-17 (53.7 mm)."
"K2979",-29.38293,114.88796,85,"Legal","Legal","Legal","Irwin Reef","Male","Tag 191502. At liberty for 27 days before being caught again on 2018-07-08 (60.4 mm).<br> <br>Tag K2979. At liberty for 4 days before being caught again on 2018-07-08 (85 mm).<br> <br>Tag K3370. A Female lobster, first caught on 2018-07-08 (79.7 mm)."
"K3370",-29.38293,114.88796,79.7,"Legal","Legal","Legal","Irwin Reef","Female","Tag 191502. At liberty for 27 days before being caught again on 2018-07-08 (60.4 mm).<br> <br>Tag K2979. At liberty for 4 days before being caught again on 2018-07-08 (85 mm).<br> <br>Tag K3370. A Female lobster, first caught on 2018-07-08 (79.7 mm)."
"195702",-29.3829,114.8872,63,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag 195702. At liberty for 123 days before being caught again on 2018-11-08 (63 mm).<br> <br>Tag 195705. At liberty for 123 days before being caught again on 2018-11-08 (59.3 mm).<br> <br>Tag 195755. At liberty for 52 days before being caught again on 2018-11-08 (50.6 mm).<br> <br>Tag 195756. At liberty for 85 days before being caught again on 2018-11-08 (47.7 mm).<br> <br>Tag K4929. At liberty for 52 days before being caught again on 2018-11-08 (71.6 mm)."
"195705",-29.3829,114.8872,59.3,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag 195702. At liberty for 123 days before being caught again on 2018-11-08 (63 mm).<br> <br>Tag 195705. At liberty for 123 days before being caught again on 2018-11-08 (59.3 mm).<br> <br>Tag 195755. At liberty for 52 days before being caught again on 2018-11-08 (50.6 mm).<br> <br>Tag 195756. At liberty for 85 days before being caught again on 2018-11-08 (47.7 mm).<br> <br>Tag K4929. At liberty for 52 days before being caught again on 2018-11-08 (71.6 mm)."
"195755",-29.3829,114.8872,50.6,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag 195702. At liberty for 123 days before being caught again on 2018-11-08 (63 mm).<br> <br>Tag 195705. At liberty for 123 days before being caught again on 2018-11-08 (59.3 mm).<br> <br>Tag 195755. At liberty for 52 days before being caught again on 2018-11-08 (50.6 mm).<br> <br>Tag 195756. At liberty for 85 days before being caught again on 2018-11-08 (47.7 mm).<br> <br>Tag K4929. At liberty for 52 days before being caught again on 2018-11-08 (71.6 mm)."
"195756",-29.3829,114.8872,47.7,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag 195702. At liberty for 123 days before being caught again on 2018-11-08 (63 mm).<br> <br>Tag 195705. At liberty for 123 days before being caught again on 2018-11-08 (59.3 mm).<br> <br>Tag 195755. At liberty for 52 days before being caught again on 2018-11-08 (50.6 mm).<br> <br>Tag 195756. At liberty for 85 days before being caught again on 2018-11-08 (47.7 mm).<br> <br>Tag K4929. At liberty for 52 days before being caught again on 2018-11-08 (71.6 mm)."
"K4929",-29.3829,114.8872,71.6,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag 195702. At liberty for 123 days before being caught again on 2018-11-08 (63 mm).<br> <br>Tag 195705. At liberty for 123 days before being caught again on 2018-11-08 (59.3 mm).<br> <br>Tag 195755. At liberty for 52 days before being caught again on 2018-11-08 (50.6 mm).<br> <br>Tag 195756. At liberty for 85 days before being caught again on 2018-11-08 (47.7 mm).<br> <br>Tag K4929. At liberty for 52 days before being caught again on 2018-11-08 (71.6 mm)."
"K3375",-29.38286,114.88723,76.2,"Legal","Sub-legal","Changed to legal size","Irwin Reef","Male","Tag K3375. A Male lobster, first caught on 2018-07-08 (76.2 mm).<br> <br>Tag K3373. A Male lobster, first caught on 2018-07-08 (87.1 mm).<br> <br>Tag 195804. A Male lobster, first caught on 2018-07-08 (66.3 mm).<br> <br>Tag 195702. A Female lobster, first caught on 2018-07-08 (61.9 mm).<br> <br>Tag 195705. A Male lobster, first caught on 2018-07-08 (59.1 mm)."
"K3373",-29.38286,114.88723,87.1,"Legal","Legal","Legal","Irwin Reef","Male","Tag K3375. A Male lobster, first caught on 2018-07-08 (76.2 mm).<br> <br>Tag K3373. A Male lobster, first caught on 2018-07-08 (87.1 mm).<br> <br>Tag 195804. A Male lobster, first caught on 2018-07-08 (66.3 mm).<br> <br>Tag 195702. A Female lobster, first caught on 2018-07-08 (61.9 mm).<br> <br>Tag 195705. A Male lobster, first caught on 2018-07-08 (59.1 mm)."
"195804",-29.38286,114.88723,66.3,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag K3375. A Male lobster, first caught on 2018-07-08 (76.2 mm).<br> <br>Tag K3373. A Male lobster, first caught on 2018-07-08 (87.1 mm).<br> <br>Tag 195804. A Male lobster, first caught on 2018-07-08 (66.3 mm).<br> <br>Tag 195702. A Female lobster, first caught on 2018-07-08 (61.9 mm).<br> <br>Tag 195705. A Male lobster, first caught on 2018-07-08 (59.1 mm)."
"195702",-29.38286,114.88723,61.9,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag K3375. A Male lobster, first caught on 2018-07-08 (76.2 mm).<br> <br>Tag K3373. A Male lobster, first caught on 2018-07-08 (87.1 mm).<br> <br>Tag 195804. A Male lobster, first caught on 2018-07-08 (66.3 mm).<br> <br>Tag 195702. A Female lobster, first caught on 2018-07-08 (61.9 mm).<br> <br>Tag 195705. A Male lobster, first caught on 2018-07-08 (59.1 mm)."
"195705",-29.38286,114.88723,59.1,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag K3375. A Male lobster, first caught on 2018-07-08 (76.2 mm).<br> <br>Tag K3373. A Male lobster, first caught on 2018-07-08 (87.1 mm).<br> <br>Tag 195804. A Male lobster, first caught on 2018-07-08 (66.3 mm).<br> <br>Tag 195702. A Female lobster, first caught on 2018-07-08 (61.9 mm).<br> <br>Tag 195705. A Male lobster, first caught on 2018-07-08 (59.1 mm)."
"K3383",-29.38285,114.88721,77.8,"Legal","Legal","Legal","Irwin Reef","Female","Tag K3383. At liberty for 38 days before being caught again on 2018-08-15 (77.8 mm).<br> <br>Tag 195754. A Male lobster, first caught on 2018-08-15 (52.8 mm).<br> <br>Tag 195755. A Female lobster, first caught on 2018-08-15 (50.9 mm).<br> <br>Tag 195756. A Female lobster, first caught on 2018-08-15 (42.5 mm)."
"195754",-29.38285,114.88721,52.8,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag K3383. At liberty for 38 days before being caught again on 2018-08-15 (77.8 mm).<br> <br>Tag 195754. A Male lobster, first caught on 2018-08-15 (52.8 mm).<br> <br>Tag 195755. A Female lobster, first caught on 2018-08-15 (50.9 mm).<br> <br>Tag 195756. A Female lobster, first caught on 2018-08-15 (42.5 mm)."
"195755",-29.38285,114.88721,50.9,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag K3383. At liberty for 38 days before being caught again on 2018-08-15 (77.8 mm).<br> <br>Tag 195754. A Male lobster, first caught on 2018-08-15 (52.8 mm).<br> <br>Tag 195755. A Female lobster, first caught on 2018-08-15 (50.9 mm).<br> <br>Tag 195756. A Female lobster, first caught on 2018-08-15 (42.5 mm)."
"195756",-29.38285,114.88721,42.5,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag K3383. At liberty for 38 days before being caught again on 2018-08-15 (77.8 mm).<br> <br>Tag 195754. A Male lobster, first caught on 2018-08-15 (52.8 mm).<br> <br>Tag 195755. A Female lobster, first caught on 2018-08-15 (50.9 mm).<br> <br>Tag 195756. A Female lobster, first caught on 2018-08-15 (42.5 mm)."
"195452",-29.38279,114.88743,51.5,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag 195452. A Male lobster, first caught on 2018-07-04 (51.5 mm)."
"K2243",-29.38278333,114.88929,72,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag K2243. At liberty for 177 days before being caught again on 2018-12-05 (72 mm)."
"191550",-29.38269833,114.887165,58.2,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag 191550. At liberty for 178 days before being caught again on 2018-12-06 (58.2 mm).<br> <br>Tag 198294. At liberty for 2 days before being caught again on 2018-12-06 (79.3 mm).<br> <br>Tag 198295. At liberty for 2 days before being caught again on 2018-12-06 (87.7 mm).<br> <br>Tag 198540. At liberty for 1 days before being caught again on 2018-12-06 (81.8 mm)."
"198294",-29.38269833,114.887165,79.3,"Legal","Legal","Legal","Irwin Reef","Female","Tag 191550. At liberty for 178 days before being caught again on 2018-12-06 (58.2 mm).<br> <br>Tag 198294. At liberty for 2 days before being caught again on 2018-12-06 (79.3 mm).<br> <br>Tag 198295. At liberty for 2 days before being caught again on 2018-12-06 (87.7 mm).<br> <br>Tag 198540. At liberty for 1 days before being caught again on 2018-12-06 (81.8 mm)."
"198295",-29.38269833,114.887165,87.7,"Legal","Legal","Legal","Irwin Reef","Female","Tag 191550. At liberty for 178 days before being caught again on 2018-12-06 (58.2 mm).<br> <br>Tag 198294. At liberty for 2 days before being caught again on 2018-12-06 (79.3 mm).<br> <br>Tag 198295. At liberty for 2 days before being caught again on 2018-12-06 (87.7 mm).<br> <br>Tag 198540. At liberty for 1 days before being caught again on 2018-12-06 (81.8 mm)."
"198540",-29.38269833,114.887165,81.8,"Legal","Legal","Legal","Irwin Reef","Female","Tag 191550. At liberty for 178 days before being caught again on 2018-12-06 (58.2 mm).<br> <br>Tag 198294. At liberty for 2 days before being caught again on 2018-12-06 (79.3 mm).<br> <br>Tag 198295. At liberty for 2 days before being caught again on 2018-12-06 (87.7 mm).<br> <br>Tag 198540. At liberty for 1 days before being caught again on 2018-12-06 (81.8 mm)."
"K4298",-29.38268,114.8873,85.1,"Legal","Legal","Legal","Irwin Reef","Female","Tag K4298. At liberty for 85 days before being caught again on 2018-11-09 (85.1 mm).<br> <br>Tag 198496. A Male lobster, first caught on 2018-11-09 (61.5 mm)."
"198496",-29.38268,114.8873,61.5,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag K4298. At liberty for 85 days before being caught again on 2018-11-09 (85.1 mm).<br> <br>Tag 198496. A Male lobster, first caught on 2018-11-09 (61.5 mm)."
"K1633",-29.38262833,114.8853267,82,"Legal","Legal","Legal","Irwin Reef","Female","Tag K1633. A Female lobster, first caught on 2017-12-05 (82 mm).<br> <br>Tag K1634. A Male lobster, first caught on 2017-12-05 (90 mm).<br> <br>Tag K1640. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1642. A Female lobster, first caught on 2017-12-05 (77 mm).<br> <br>Tag K1648. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1649. A Male lobster, first caught on 2017-12-05 (87 mm).<br> <br>Tag K1653. A Male lobster, first caught on 2017-12-05 (72 mm).<br> <br>Tag K1655. A Female lobster, first caught on 2017-12-05 (67 mm)."
"K1634",-29.38262833,114.8853267,90,"Legal","Legal","Legal","Irwin Reef","Male","Tag K1633. A Female lobster, first caught on 2017-12-05 (82 mm).<br> <br>Tag K1634. A Male lobster, first caught on 2017-12-05 (90 mm).<br> <br>Tag K1640. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1642. A Female lobster, first caught on 2017-12-05 (77 mm).<br> <br>Tag K1648. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1649. A Male lobster, first caught on 2017-12-05 (87 mm).<br> <br>Tag K1653. A Male lobster, first caught on 2017-12-05 (72 mm).<br> <br>Tag K1655. A Female lobster, first caught on 2017-12-05 (67 mm)."
"K1640",-29.38262833,114.8853267,74,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag K1633. A Female lobster, first caught on 2017-12-05 (82 mm).<br> <br>Tag K1634. A Male lobster, first caught on 2017-12-05 (90 mm).<br> <br>Tag K1640. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1642. A Female lobster, first caught on 2017-12-05 (77 mm).<br> <br>Tag K1648. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1649. A Male lobster, first caught on 2017-12-05 (87 mm).<br> <br>Tag K1653. A Male lobster, first caught on 2017-12-05 (72 mm).<br> <br>Tag K1655. A Female lobster, first caught on 2017-12-05 (67 mm)."
"K1642",-29.38262833,114.8853267,77,"Legal","Legal","Legal","Irwin Reef","Female","Tag K1633. A Female lobster, first caught on 2017-12-05 (82 mm).<br> <br>Tag K1634. A Male lobster, first caught on 2017-12-05 (90 mm).<br> <br>Tag K1640. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1642. A Female lobster, first caught on 2017-12-05 (77 mm).<br> <br>Tag K1648. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1649. A Male lobster, first caught on 2017-12-05 (87 mm).<br> <br>Tag K1653. A Male lobster, first caught on 2017-12-05 (72 mm).<br> <br>Tag K1655. A Female lobster, first caught on 2017-12-05 (67 mm)."
"K1648",-29.38262833,114.8853267,74,"Sub-legal","Legal","Changed to legal size","Irwin Reef","Female","Tag K1633. A Female lobster, first caught on 2017-12-05 (82 mm).<br> <br>Tag K1634. A Male lobster, first caught on 2017-12-05 (90 mm).<br> <br>Tag K1640. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1642. A Female lobster, first caught on 2017-12-05 (77 mm).<br> <br>Tag K1648. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1649. A Male lobster, first caught on 2017-12-05 (87 mm).<br> <br>Tag K1653. A Male lobster, first caught on 2017-12-05 (72 mm).<br> <br>Tag K1655. A Female lobster, first caught on 2017-12-05 (67 mm)."
"K1649",-29.38262833,114.8853267,87,"Legal","Legal","Legal","Irwin Reef","Male","Tag K1633. A Female lobster, first caught on 2017-12-05 (82 mm).<br> <br>Tag K1634. A Male lobster, first caught on 2017-12-05 (90 mm).<br> <br>Tag K1640. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1642. A Female lobster, first caught on 2017-12-05 (77 mm).<br> <br>Tag K1648. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1649. A Male lobster, first caught on 2017-12-05 (87 mm).<br> <br>Tag K1653. A Male lobster, first caught on 2017-12-05 (72 mm).<br> <br>Tag K1655. A Female lobster, first caught on 2017-12-05 (67 mm)."
"K1653",-29.38262833,114.8853267,72,"Sub-legal","Legal","Changed to legal size","Irwin Reef","Male","Tag K1633. A Female lobster, first caught on 2017-12-05 (82 mm).<br> <br>Tag K1634. A Male lobster, first caught on 2017-12-05 (90 mm).<br> <br>Tag K1640. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1642. A Female lobster, first caught on 2017-12-05 (77 mm).<br> <br>Tag K1648. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1649. A Male lobster, first caught on 2017-12-05 (87 mm).<br> <br>Tag K1653. A Male lobster, first caught on 2017-12-05 (72 mm).<br> <br>Tag K1655. A Female lobster, first caught on 2017-12-05 (67 mm)."
"K1655",-29.38262833,114.8853267,67,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag K1633. A Female lobster, first caught on 2017-12-05 (82 mm).<br> <br>Tag K1634. A Male lobster, first caught on 2017-12-05 (90 mm).<br> <br>Tag K1640. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1642. A Female lobster, first caught on 2017-12-05 (77 mm).<br> <br>Tag K1648. A Female lobster, first caught on 2017-12-05 (74 mm).<br> <br>Tag K1649. A Male lobster, first caught on 2017-12-05 (87 mm).<br> <br>Tag K1653. A Male lobster, first caught on 2017-12-05 (72 mm).<br> <br>Tag K1655. A Female lobster, first caught on 2017-12-05 (67 mm)."
"191544",-29.38247333,114.8889483,58.4,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag 191544. At liberty for 177 days before being caught again on 2018-12-05 (58.4 mm).<br> <br>Tag K2238. At liberty for 177 days before being caught again on 2018-12-05 (78.5 mm)."
"K2238",-29.38247333,114.8889483,78.5,"Legal","Legal","Legal","Irwin Reef","Female","Tag 191544. At liberty for 177 days before being caught again on 2018-12-05 (58.4 mm).<br> <br>Tag K2238. At liberty for 177 days before being caught again on 2018-12-05 (78.5 mm)."
"K1640",-29.38239333,114.8851233,73,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag K1640. At liberty for 2 days before being caught again on 2017-12-07 (73 mm)."
"198550",-29.38228,114.8875117,64.5,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag 198550. At liberty for 1 days before being caught again on 2018-12-06 (64.5 mm)."
"195452",-29.38221,114.8869,54,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag 195452. At liberty for 153 days before being caught again on 2018-12-04 (54 mm).<br> <br>Tag 195804. At liberty for 1 days before being caught again on 2018-12-04 (69 mm).<br> <br>Tag 198496. At liberty for 25 days before being caught again on 2018-12-04 (65.1 mm).<br> <br>Tag 198294. A Female lobster, first caught on 2018-12-04 (79.4 mm).<br> <br>Tag 198295. A Female lobster, first caught on 2018-12-04 (87.4 mm)."
